name,gender,ratio,females,males,total
Sorin,M,97,5,140,145
Srinika,F,100,145,0,145
Stanely,M,100,0,145,145
Suella,F,100,145,0,145
Takuya,M,100,0,145,145
Taliana,F,100,145,0,145
Tallia,F,100,145,0,145
Tamrah,F,100,145,0,145
Terel,M,100,0,145,145
Thadd,M,100,0,145,145
Trease,F,100,145,0,145
Tyronica,F,100,145,0,145
Vaeda,F,100,145,0,145
Vernica,F,100,145,0,145
Viren,M,100,0,145,145
Vyom,M,100,0,145,145
Xzavien,M,100,0,145,145
Zabdi,F,81,117,28,145
Zaidee,F,100,145,0,145
Aidenn,M,100,0,144,144
Almarosa,F,100,144,0,144
Altovise,F,100,144,0,144
Andreka,F,100,144,0,144
Anett,F,100,144,0,144
Aqib,M,100,0,144,144
Australia,F,100,144,0,144
Ayriel,F,100,144,0,144
Berish,M,100,0,144,144
Breslyn,F,100,144,0,144
Briea,F,100,144,0,144
Brynnan,F,100,144,0,144
Caedence,F,100,144,0,144
Carmie,F,100,144,0,144
Catheryne,F,100,144,0,144
Celise,F,100,144,0,144
Chailyn,F,100,144,0,144
Chaitanya,M,100,0,144,144
Chaslyn,F,100,144,0,144
Cornellius,M,100,0,144,144
Damyen,M,100,0,144,144
Datron,M,100,0,144,144
Dierre,M,100,0,144,144
Donie,F,54,78,66,144
Ernesta,F,100,144,0,144
Euna,F,100,144,0,144
Eustacio,M,100,0,144,144
Eyden,M,97,5,139,144
Fianna,F,100,144,0,144
Genesi,F,100,144,0,144
Gwenith,F,100,144,0,144
Hameed,M,100,0,144,144
Hamsa,M,100,0,144,144
Hollyanne,F,100,144,0,144
Ia,F,100,144,0,144
Jakirah,F,100,144,0,144
Janes,M,100,0,144,144
Jasenia,F,100,144,0,144
Jowan,M,100,0,144,144
Julann,F,100,144,0,144
Keymari,M,77,33,111,144
Khristie,F,100,144,0,144
Laakea,M,93,10,134,144
Lamone,M,100,0,144,144
Larico,M,100,0,144,144
Latrisa,F,100,144,0,144
Layloni,F,100,144,0,144
Legion,M,100,0,144,144
Lenon,M,100,0,144,144
Liese,F,100,144,0,144
Lindzie,F,100,144,0,144
Makail,M,100,0,144,144
Mariadelaluz,F,100,144,0,144
Markeia,F,100,144,0,144
Merrisa,F,100,144,0,144
Micaila,F,100,144,0,144
Mickelle,F,100,144,0,144
Nitika,F,100,144,0,144
Osten,M,100,0,144,144
Patsey,F,100,144,0,144
Princeston,M,100,0,144,144
Rechel,F,100,144,0,144
Reida,F,100,144,0,144
Ryhanna,F,100,144,0,144
Sakara,F,100,144,0,144
Seniyah,F,100,144,0,144
Shaili,F,100,144,0,144
Shareece,F,100,144,0,144
Sharniece,F,100,144,0,144
Shonia,F,100,144,0,144
Shuntae,F,100,144,0,144
Shyquan,M,100,0,144,144
Sigurd,M,100,0,144,144
Skyann,F,100,144,0,144
Tamalyn,F,100,144,0,144
Tanicia,F,100,144,0,144
Tayona,F,100,144,0,144
Tkai,F,50,72,72,144
Travoris,M,100,0,144,144
Tyaire,M,97,5,139,144
Vicke,F,100,144,0,144
Xue,M,76,34,110,144
Yaroslav,M,100,0,144,144
Zeniya,F,100,144,0,144
Zuhayr,M,100,0,144,144
Zuriah,F,96,138,6,144
Adalaide,F,100,143,0,143
Adilee,F,100,143,0,143
Ahan,M,100,0,143,143
Ahnya,F,100,143,0,143
Alicianna,F,100,143,0,143
Ashwini,F,100,143,0,143
Averiana,F,100,143,0,143
Baran,M,83,25,118,143
Bell,F,90,128,15,143
Benoit,M,100,0,143,143
Betsi,F,100,143,0,143
Braedin,M,100,0,143,143
Brasen,M,100,0,143,143
Breonia,F,100,143,0,143
Bryler,M,100,0,143,143
Captain,M,100,0,143,143
Carnesha,F,100,143,0,143
Catcher,M,100,0,143,143
Catlynn,F,100,143,0,143
Caylea,F,100,143,0,143
Chandel,F,100,143,0,143
Clemencia,F,100,143,0,143
Daissy,F,100,143,0,143
Danett,F,100,143,0,143
Daquann,M,100,0,143,143
Darcella,F,100,143,0,143
Davanee,F,100,143,0,143
Deborh,F,100,143,0,143
Dominie,M,96,6,137,143
Elah,F,100,143,0,143
Eveny,F,100,143,0,143
Ezinne,F,100,143,0,143
Fabianna,F,100,143,0,143
Florrie,F,100,143,0,143
Harrietta,F,100,143,0,143
Jahziah,M,92,11,132,143
Jakwan,M,100,0,143,143
Jalexia,F,100,143,0,143
Janeah,F,100,143,0,143
Jenaye,F,100,143,0,143
Joahan,M,100,0,143,143
Joangel,M,100,0,143,143
Jodey,M,65,50,93,143
Joniya,F,100,143,0,143
Jonnette,F,100,143,0,143
Joseh,M,100,0,143,143
Juliannah,F,100,143,0,143
Jullianna,F,100,143,0,143
Jusitn,M,100,0,143,143
Kaysey,F,100,143,0,143
Khadim,M,100,0,143,143
Lachrisha,F,100,143,0,143
Lanecia,F,100,143,0,143
Lariya,F,100,143,0,143
Latangela,F,100,143,0,143
Lj,M,100,0,143,143
Lucita,F,100,143,0,143
Mailin,F,100,143,0,143
Mazzie,F,100,143,0,143
Morgon,M,71,42,101,143
Myley,F,100,143,0,143
Naje,F,78,111,32,143
Netasha,F,100,143,0,143
Nilo,M,100,0,143,143
Noriko,F,100,143,0,143
Ranika,F,100,143,0,143
Rosemaria,F,100,143,0,143
Sayre,M,57,62,81,143
Semya,F,100,143,0,143
Shandiin,F,100,143,0,143
Sharlena,F,100,143,0,143
Shikira,F,100,143,0,143
Sira,F,100,143,0,143
Stephanine,F,100,143,0,143
Suliman,M,100,0,143,143
Tallan,M,100,0,143,143
Tamantha,F,100,143,0,143
Tavious,M,100,0,143,143
Tianni,F,100,143,0,143
Tinya,F,100,143,0,143
Tyaira,F,100,143,0,143
Veera,F,100,143,0,143
Verlean,F,100,143,0,143
Wesleigh,F,97,138,5,143
Yandell,M,100,0,143,143
Zaahir,M,100,0,143,143
Zaelynn,F,100,143,0,143
Zidan,M,100,0,143,143
Zyrah,F,100,143,0,143
Abhimanyu,M,100,0,142,142
Absalom,M,100,0,142,142
Ameliya,F,100,142,0,142
Aranda,F,100,142,0,142
Aspasia,F,100,142,0,142
Atalaya,F,100,142,0,142
Badr,M,100,0,142,142
Baine,M,100,0,142,142
Bich,F,100,142,0,142
Bindi,F,100,142,0,142
Brayten,M,100,0,142,142
Bryli,F,100,142,0,142
Burma,F,100,142,0,142
Cashus,M,100,0,142,142
Chanson,M,100,0,142,142
Christyl,F,100,142,0,142
Couper,M,100,0,142,142
Daniil,M,100,0,142,142
Danuta,F,100,142,0,142
Daritza,F,100,142,0,142
Demitris,M,100,0,142,142
Dorreen,F,100,142,0,142
Dracen,M,100,0,142,142
Drakkar,M,100,0,142,142
Ehtan,M,100,0,142,142
Eliyas,M,100,0,142,142
Else,F,100,142,0,142
Emanuella,F,100,142,0,142
Fiorela,F,100,142,0,142
Gabryela,F,100,142,0,142
Geovannie,M,100,0,142,142
Halana,F,100,142,0,142
Haniyyah,F,100,142,0,142
Haynes,M,100,0,142,142
Ilham,F,96,137,5,142
Inita,F,100,142,0,142
Jadian,M,89,16,126,142
Jaelyne,F,100,142,0,142
Jamisyn,F,96,137,5,142
Janaki,F,100,142,0,142
Jarrette,M,100,0,142,142
Jayston,M,100,0,142,142
Jetaun,F,100,142,0,142
Karagan,F,100,142,0,142
Karista,F,100,142,0,142
Keniel,M,100,0,142,142
Kenyonna,F,100,142,0,142
Kiylee,F,100,142,0,142
Kordae,M,100,0,142,142
Kristalynn,F,100,142,0,142
Laytoya,F,100,142,0,142
Lilyonna,F,100,142,0,142
Livvy,F,100,142,0,142
Malaka,F,100,142,0,142
Mariem,F,100,142,0,142
Meeya,F,100,142,0,142
Michole,F,100,142,0,142
Milayna,F,100,142,0,142
Monik,F,100,142,0,142
Nadyne,F,100,142,0,142
Nyemah,F,100,142,0,142
Ory,M,100,0,142,142
Peyson,F,58,83,59,142
Pieper,F,100,142,0,142
Quenna,F,100,142,0,142
Rafferty,M,100,0,142,142
Raisha,F,100,142,0,142
Rameses,M,100,0,142,142
Reneka,F,100,142,0,142
Ruari,F,61,87,55,142
Sabrea,F,100,142,0,142
Saheed,M,100,0,142,142
Scotlynn,F,100,142,0,142
Segundo,M,100,0,142,142
Seriyah,F,100,142,0,142
Shaddai,F,82,116,26,142
Shemia,F,100,142,0,142
Shunte,F,100,142,0,142
Silvina,F,100,142,0,142
Takuma,M,100,0,142,142
Tanaysha,F,100,142,0,142
Tavyn,M,92,12,130,142
Tuvia,M,100,0,142,142
Tyreak,M,100,0,142,142
Urania,F,100,142,0,142
Zakarie,M,100,0,142,142
Zeva,F,100,142,0,142
Zniyah,F,100,142,0,142
Zoua,F,100,142,0,142
Abdimalik,M,100,0,141,141
Adelisa,F,100,141,0,141
Ahmiya,F,100,141,0,141
Airica,F,100,141,0,141
Alverto,M,100,0,141,141
Aneri,F,100,141,0,141
Anjolaoluwa,F,96,136,5,141
Anjoli,F,100,141,0,141
Arvilla,F,100,141,0,141
Audryna,F,100,141,0,141
Bettylou,F,100,141,0,141
Brunetta,F,100,141,0,141
Brytni,F,100,141,0,141
Camaryn,F,100,141,0,141
Carney,M,96,6,135,141
Cartrell,M,100,0,141,141
Cashay,F,100,141,0,141
Chellsea,F,100,141,0,141
Cintya,F,100,141,0,141
Cotey,M,100,0,141,141
Creek,M,100,0,141,141
Dariona,F,100,141,0,141
Darlisa,F,100,141,0,141
Daundre,M,100,0,141,141
Demontray,M,100,0,141,141
Devanny,F,100,141,0,141
Diani,F,100,141,0,141
Dinari,M,100,0,141,141
Edmar,M,100,0,141,141
Eduin,M,100,0,141,141
Ellieanna,F,100,141,0,141
Francy,F,100,141,0,141
Geofrey,M,100,0,141,141
Georgana,F,100,141,0,141
Gyanna,F,100,141,0,141
Hiliary,F,100,141,0,141
Hoyle,M,100,0,141,141
Iyani,F,100,141,0,141
Jacorie,M,100,0,141,141
Jalaine,F,100,141,0,141
Jaleeyah,F,100,141,0,141
Jatniel,M,100,0,141,141
Jatoya,F,100,141,0,141
Jenya,F,100,141,0,141
Jhamir,M,100,0,141,141
Josedaniel,M,100,0,141,141
Joshia,M,100,0,141,141
Jurnie,F,100,141,0,141
Juvon,M,100,0,141,141
Jyair,M,100,0,141,141
Karlen,F,89,125,16,141
Karmel,F,86,121,20,141
Keriana,F,100,141,0,141
Key,M,93,10,131,141
Keysi,F,100,141,0,141
Kritika,F,100,141,0,141
Laketia,F,100,141,0,141
Laqueshia,F,100,141,0,141
Lequisha,F,100,141,0,141
Lowry,M,93,10,131,141
Loyda,F,100,141,0,141
Lukah,M,100,0,141,141
Luken,M,100,0,141,141
Makinze,F,100,141,0,141
Man,M,65,49,92,141
Markeem,M,100,0,141,141
Matei,M,100,0,141,141
Mathea,F,100,141,0,141
Matteus,M,100,0,141,141
Mellony,F,100,141,0,141
Michaelia,F,100,141,0,141
Minahil,F,100,141,0,141
Minha,F,100,141,0,141
Mycal,M,100,0,141,141
Nareg,M,100,0,141,141
Nemesis,F,100,141,0,141
Nicolis,M,100,0,141,141
Nyeema,F,100,141,0,141
Orman,M,100,0,141,141
Raymar,M,100,0,141,141
Rheanne,F,100,141,0,141
Richerd,M,100,0,141,141
Scottlyn,F,100,141,0,141
Sema,F,100,141,0,141
Shawnya,F,100,141,0,141
Sherleen,F,100,141,0,141
Stephana,F,100,141,0,141
Symiah,F,100,141,0,141
Tahji,M,100,0,141,141
Taison,M,100,0,141,141
Tanmay,M,100,0,141,141
Timoty,M,100,0,141,141
Tramain,M,100,0,141,141
Traniyah,F,100,141,0,141
Verita,F,100,141,0,141
Weyman,M,100,0,141,141
Wynonna,F,100,141,0,141
Zacaria,F,81,114,27,141
Zairah,F,100,141,0,141
Adom,M,100,0,140,140
Ahmiyah,F,100,140,0,140
Ailis,F,100,140,0,140
Alaylah,F,100,140,0,140
Alissah,F,100,140,0,140
Amauria,F,100,140,0,140
Ariely,F,100,140,0,140
Arleene,F,100,140,0,140
Arryana,F,100,140,0,140
Aveion,M,100,0,140,140
Ayzia,F,100,140,0,140
Brogen,M,100,0,140,140
Chantry,M,100,0,140,140
Chellie,F,100,140,0,140
Cowan,M,100,0,140,140
Davit,M,100,0,140,140
Dawnna,F,100,140,0,140
Dayanne,F,100,140,0,140
Deny,M,100,0,140,140
Dresean,M,100,0,140,140
Elek,M,100,0,140,140
Ellenor,F,100,140,0,140
Erasto,M,100,0,140,140
Fartun,F,100,140,0,140
Hannahgrace,F,100,140,0,140
Hendy,F,100,140,0,140
Herny,M,100,0,140,140
Heyden,M,100,0,140,140
Iantha,F,100,140,0,140
Iviana,F,100,140,0,140
Jabron,M,100,0,140,140
Jacoria,F,100,140,0,140
Jakki,F,100,140,0,140
Jannae,F,100,140,0,140
Jessenya,F,100,140,0,140
Juniel,M,100,0,140,140
Karynn,F,100,140,0,140
Kasmira,F,100,140,0,140
Kassity,F,100,140,0,140
Keland,M,100,0,140,140
Kenetra,F,100,140,0,140
Keyshun,M,100,0,140,140
Kinslie,F,100,140,0,140
Kohei,M,100,0,140,140
Kotaro,M,100,0,140,140
Kyair,M,100,0,140,140
Lauriel,F,100,140,0,140
Lavra,F,100,140,0,140
Lazara,F,100,140,0,140
Leyanna,F,100,140,0,140
Macio,M,100,0,140,140
Macsen,M,100,0,140,140
Makaylynn,F,100,140,0,140
Meryn,F,100,140,0,140
Miriya,F,100,140,0,140
Mohini,F,100,140,0,140
Moneisha,F,100,140,0,140
Nakaiya,F,100,140,0,140
Nataki,F,100,140,0,140
Olina,F,100,140,0,140
Oluwatomisin,F,65,91,49,140
Payslee,F,100,140,0,140
Quentina,F,100,140,0,140
Raima,F,100,140,0,140
Raphel,M,100,0,140,140
Reet,F,100,140,0,140
Rewa,F,100,140,0,140
Rhet,M,100,0,140,140
Samaad,M,100,0,140,140
Sanjna,F,100,140,0,140
Shaely,F,100,140,0,140
Shanira,F,100,140,0,140
Shantaya,F,100,140,0,140
Shourya,M,100,0,140,140
Shuntel,F,100,140,0,140
Sieara,F,100,140,0,140
Suresh,M,100,0,140,140
Tearia,F,100,140,0,140
Tiaja,F,100,140,0,140
Tiziana,F,100,140,0,140
Toniya,F,100,140,0,140
Torah,F,100,140,0,140
Vanellope,F,100,140,0,140
Zlata,F,100,140,0,140
Zyire,M,100,0,140,140
Aaleigha,F,100,139,0,139
Aamirah,F,100,139,0,139
Akacia,F,100,139,0,139
Alekhya,F,100,139,0,139
Aleric,M,100,0,139,139
Alf,M,100,0,139,139
Aliha,F,100,139,0,139
Amarionna,F,100,139,0,139
Arta,F,95,132,7,139
Aubriee,F,100,139,0,139
Azadeh,F,100,139,0,139
Batina,F,100,139,0,139
Belvin,M,95,7,132,139
Bernedette,F,100,139,0,139
Brazos,M,100,0,139,139
Breyah,F,100,139,0,139
Caileen,F,100,139,0,139
Callaghan,M,86,19,120,139
Chala,F,100,139,0,139
Cherysh,F,100,139,0,139
Corisa,F,100,139,0,139
Coulton,M,100,0,139,139
Dajanay,F,100,139,0,139
Dally,F,100,139,0,139
Damyia,F,100,139,0,139
Dauna,F,100,139,0,139
Dominyk,M,100,0,139,139
Dorothey,F,100,139,0,139
Ellayna,F,100,139,0,139
Emillia,F,100,139,0,139
Eshawn,M,100,0,139,139
Eveleen,F,100,139,0,139
Franchot,M,100,0,139,139
Gaddiel,M,100,0,139,139
Haroun,M,100,0,139,139
Ilario,M,100,0,139,139
Ileene,F,100,139,0,139
Janos,M,100,0,139,139
Jenin,F,100,139,0,139
Jesaiah,M,100,0,139,139
Jessic,F,100,139,0,139
Jurell,M,100,0,139,139
Kallin,M,83,24,115,139
Kamarah,F,100,139,0,139
Kayliah,F,100,139,0,139
Kelsha,F,100,139,0,139
Kemaya,F,100,139,0,139
Kenedie,F,100,139,0,139
Kerrion,M,87,18,121,139
Khalen,M,96,5,134,139
Klaira,F,100,139,0,139
Lacora,F,100,139,0,139
Lashuna,F,100,139,0,139
Lazette,F,100,139,0,139
Liahna,F,100,139,0,139
Lynia,F,100,139,0,139
Marializ,F,100,139,0,139
Masiel,F,100,139,0,139
Mattheus,M,100,0,139,139
Mckensi,F,100,139,0,139
Mekel,M,88,16,123,139
Naba,F,100,139,0,139
Nikyla,F,100,139,0,139
Porschea,F,100,139,0,139
Ranyah,F,100,139,0,139
Rayneisha,F,100,139,0,139
Renad,F,100,139,0,139
Salene,F,100,139,0,139
Shamarie,F,92,128,11,139
Shamina,F,100,139,0,139
Shaniquia,F,100,139,0,139
Shanty,F,100,139,0,139
Sharlynn,F,100,139,0,139
Shermeka,F,100,139,0,139
Sherral,F,100,139,0,139
Shynia,F,100,139,0,139
Sitlali,F,100,139,0,139
Talli,F,100,139,0,139
Tanaka,F,93,129,10,139
Tenicia,F,100,139,0,139
Terrilee,F,100,139,0,139
Tiffay,F,100,139,0,139
Tima,F,100,139,0,139
Titianna,F,100,139,0,139
Trinaty,F,100,139,0,139
Vira,F,100,139,0,139
Waylin,M,100,0,139,139
Windie,F,100,139,0,139
Yvone,F,100,139,0,139
Zakariyya,M,100,0,139,139
Zayon,M,100,0,139,139
Aashvi,F,100,138,0,138
Abdalrahman,M,100,0,138,138
Aniayah,F,100,138,0,138
Annalysia,F,100,138,0,138
Azaryah,F,75,103,35,138
Benay,F,100,138,0,138
Beren,M,87,18,120,138
Bethannie,F,100,138,0,138
Bhumi,F,100,138,0,138
Bianna,F,100,138,0,138
Bryten,M,95,7,131,138
Cayton,M,80,27,111,138
Daily,F,93,128,10,138
Demarquez,M,100,0,138,138
Desarie,F,100,138,0,138
Dorrine,F,100,138,0,138
Durham,M,100,0,138,138
Eliani,F,100,138,0,138
Eriyanna,F,100,138,0,138
Esaul,M,100,0,138,138
Fayez,M,100,0,138,138
Francetta,F,100,138,0,138
Geniya,F,100,138,0,138
Geraline,F,100,138,0,138
Gerda,F,100,138,0,138
Glady,F,100,138,0,138
Hajra,F,100,138,0,138
Humzah,M,100,0,138,138
Irisa,F,100,138,0,138
Jaeshawn,M,100,0,138,138
Jaliel,M,100,0,138,138
Jayen,M,100,0,138,138
Jordie,M,84,22,116,138
Josalin,F,100,138,0,138
Joseth,M,100,0,138,138
Juddson,M,100,0,138,138
Jumar,M,100,0,138,138
Kashlyn,F,100,138,0,138
Kaulana,M,96,6,132,138
Keah,F,100,138,0,138
Keyairra,F,100,138,0,138
Kiegan,M,96,5,133,138
Kynzi,F,100,138,0,138
Leeam,M,100,0,138,138
Liela,F,100,138,0,138
Lutisha,F,100,138,0,138
Lyndzie,F,100,138,0,138
Madelline,F,100,138,0,138
Makilah,F,100,138,0,138
Matvey,M,100,0,138,138
Meiko,F,64,89,49,138
Merrin,F,100,138,0,138
Mikeria,F,100,138,0,138
Muntaha,F,100,138,0,138
Myliah,F,100,138,0,138
Natelie,F,100,138,0,138
Neaveh,F,100,138,0,138
Nikholas,M,100,0,138,138
Noga,F,100,138,0,138
Paolina,F,100,138,0,138
Ree,F,96,133,5,138
Rolin,M,100,0,138,138
Satoshi,M,100,0,138,138
Seerat,F,100,138,0,138
Seniya,F,100,138,0,138
Shakea,F,100,138,0,138
Shakesha,F,100,138,0,138
Shakirra,F,100,138,0,138
Shalah,F,100,138,0,138
Skeeter,M,91,13,125,138
Tamerra,F,100,138,0,138
Tannen,M,100,0,138,138
Tashiba,F,100,138,0,138
Tata,F,100,138,0,138
Tranell,M,71,40,98,138
Tyrail,M,100,0,138,138
Vallarie,F,100,138,0,138
Zacchary,M,100,0,138,138
Abygayle,F,100,137,0,137
Adewale,M,100,0,137,137
Adir,M,100,0,137,137
Analleli,F,100,137,0,137
Anthonyjames,M,100,0,137,137
Aquan,M,100,0,137,137
Avien,M,100,0,137,137
Ayeisha,F,100,137,0,137
Azarias,M,100,0,137,137
Billal,M,100,0,137,137
Caedan,M,100,0,137,137
Carrah,F,100,137,0,137
Cattaleya,F,100,137,0,137
Charmion,F,100,137,0,137
Chynah,F,100,137,0,137
Davaun,M,100,0,137,137
Deliliah,F,100,137,0,137
Deniqua,F,100,137,0,137
Dessiree,F,100,137,0,137
Draken,M,100,0,137,137
Eithen,M,100,0,137,137
Elajah,F,100,137,0,137
Elara,F,100,137,0,137
Elisheba,F,100,137,0,137
Emidio,M,100,0,137,137
Emmakate,F,100,137,0,137
Espn,M,100,0,137,137
Estanislao,M,100,0,137,137
Falan,F,100,137,0,137
Gaje,M,100,0,137,137
Godric,M,100,0,137,137
Gorman,M,100,0,137,137
Guliana,F,100,137,0,137
Hanifah,F,100,137,0,137
Hasnain,M,100,0,137,137
Ikran,F,100,137,0,137
Ishanvi,F,100,137,0,137
Izaan,M,100,0,137,137
Jalesha,F,100,137,0,137
Jamariya,F,100,137,0,137
Janaiyah,F,100,137,0,137
Janayia,F,100,137,0,137
Jeury,M,100,0,137,137
Jillayne,F,100,137,0,137
Jivan,M,100,0,137,137
Jolleen,F,100,137,0,137
Josejulian,M,100,0,137,137
Jullisa,F,100,137,0,137
Juwana,F,100,137,0,137
Kadar,M,100,0,137,137
Kamylah,F,100,137,0,137
Karelly,F,100,137,0,137
Khalifa,M,100,0,137,137
Khianna,F,100,137,0,137
Kourtnei,F,100,137,0,137
Kuron,M,100,0,137,137
Laparis,F,96,132,5,137
Latravis,M,100,0,137,137
Leeasia,F,100,137,0,137
Lianny,F,100,137,0,137
Lilyth,F,100,137,0,137
Login,M,92,11,126,137
Makyle,M,100,0,137,137
Malayla,F,100,137,0,137
Malyn,F,100,137,0,137
Mandela,M,100,0,137,137
Mazal,F,100,137,0,137
Mehran,M,100,0,137,137
Mekaila,F,100,137,0,137
Michall,M,100,0,137,137
Milta,F,100,137,0,137
Momoko,F,100,137,0,137
Monasia,F,100,137,0,137
Myli,F,100,137,0,137
Natallia,F,100,137,0,137
Naythen,M,100,0,137,137
Nayzeth,F,100,137,0,137
Nelwyn,F,100,137,0,137
Neziah,F,54,74,63,137
Nyna,F,100,137,0,137
Oluwatimilehin,M,100,0,137,137
Ramil,M,100,0,137,137
Ranvir,M,100,0,137,137
Ras,M,100,0,137,137
Rayjon,M,100,0,137,137
Renaye,F,100,137,0,137
Rhondalyn,F,100,137,0,137
Rishawn,M,100,0,137,137
Rocket,M,95,7,130,137
Sagrario,F,100,137,0,137
Saraih,F,100,137,0,137
Savaughn,M,96,5,132,137
Shahad,F,96,132,5,137
Shainna,F,100,137,0,137
Shaquon,M,91,13,124,137
Shayma,F,100,137,0,137
Suleika,F,100,137,0,137
Takeesha,F,100,137,0,137
Tawania,F,100,137,0,137
Tenishia,F,100,137,0,137
Tiffony,F,100,137,0,137
Trinty,F,100,137,0,137
Tyrika,F,100,137,0,137
Venna,F,100,137,0,137
Willim,M,100,0,137,137
Xeng,M,100,0,137,137
Yarelin,F,100,137,0,137
Ysela,F,100,137,0,137
Zainah,F,100,137,0,137
Zaron,M,100,0,137,137
Zuzu,F,100,137,0,137
Adelai,F,100,136,0,136
Adilenne,F,100,136,0,136
Ahjanae,F,100,136,0,136
Ajanay,F,100,136,0,136
Alanya,F,100,136,0,136
Alesana,F,100,136,0,136
Alieu,M,100,0,136,136
Allix,F,100,136,0,136
Ameka,F,100,136,0,136
Aritza,F,100,136,0,136
Aubria,F,100,136,0,136
Aydn,M,100,0,136,136
Azana,F,100,136,0,136
Azel,M,84,22,114,136
Bennetta,F,100,136,0,136
Blessyn,F,100,136,0,136
Britley,F,100,136,0,136
Burhan,M,100,0,136,136
Caily,F,100,136,0,136
Caldwell,M,100,0,136,136
Chais,M,96,5,131,136
Chayson,M,100,0,136,136
Chinmay,M,100,0,136,136
Christasia,F,100,136,0,136
Corydon,M,100,0,136,136
Cybill,F,100,136,0,136
Dalani,F,100,136,0,136
Dariann,F,100,136,0,136
Deunta,M,100,0,136,136
Dez,M,100,0,136,136
Dmonte,M,100,0,136,136
Dontrail,M,100,0,136,136
Dorell,M,100,0,136,136
Dot,F,100,136,0,136
Ellene,F,100,136,0,136
Emalia,F,100,136,0,136
Gera,F,100,136,0,136
Gerell,M,100,0,136,136
Greenley,F,100,136,0,136
Haifa,F,100,136,0,136
Hanzel,M,100,0,136,136
Henretta,F,100,136,0,136
Jabre,M,93,10,126,136
Jadarious,M,100,0,136,136
Jahquez,M,100,0,136,136
Jakaiya,F,100,136,0,136
Jamas,M,100,0,136,136
Jarris,M,100,0,136,136
Javanna,F,100,136,0,136
Jazzy,F,100,136,0,136
Jenilyn,F,100,136,0,136
Jolayne,F,100,136,0,136
Karris,F,100,136,0,136
Keijuan,M,100,0,136,136
Keinan,M,100,0,136,136
Kery,F,56,76,60,136
Kiondra,F,100,136,0,136
Kishaun,M,100,0,136,136
Kissy,F,100,136,0,136
Larron,M,100,0,136,136
Latanja,F,100,136,0,136
Latoy,F,100,136,0,136
Leeta,F,100,136,0,136
Leidi,F,100,136,0,136
Mackinze,F,100,136,0,136
Makynzee,F,100,136,0,136
Manuelito,M,100,0,136,136
Marcayla,F,100,136,0,136
Markela,F,100,136,0,136
Marnell,F,76,104,32,136
Martasia,F,100,136,0,136
Meilyn,F,100,136,0,136
Michalla,F,100,136,0,136
Nastacia,F,100,136,0,136
Natiya,F,100,136,0,136
Paulanthony,M,100,0,136,136
Pio,M,100,0,136,136
Reinhold,M,100,0,136,136
Reyan,M,93,10,126,136
Rhyen,F,73,99,37,136
Rondalyn,F,100,136,0,136
Rowynn,F,100,136,0,136
Rubyann,F,100,136,0,136
Ruthe,F,100,136,0,136
Sehaj,M,54,62,74,136
Shernita,F,100,136,0,136
Sorina,F,100,136,0,136
Stephaie,F,100,136,0,136
Stiven,M,100,0,136,136
Tamyka,F,100,136,0,136
Tenae,F,100,136,0,136
Theia,F,100,136,0,136
Therasa,F,100,136,0,136
Tinlee,F,100,136,0,136
Tollie,M,96,5,131,136
Tyshea,F,100,136,0,136
Vibhav,M,100,0,136,136
Xerxes,M,100,0,136,136
Xitlally,F,100,136,0,136
Yamin,M,100,0,136,136
Yida,M,100,0,136,136
Yoskar,M,100,0,136,136
Zareen,F,100,136,0,136
Abdinasir,M,100,0,135,135
Adanya,F,100,135,0,135
Adriena,F,100,135,0,135
Aivy,F,100,135,0,135
Ajax,M,100,0,135,135
Ajaya,F,100,135,0,135
Akeylah,F,100,135,0,135
Alline,F,100,135,0,135
Alpheus,M,100,0,135,135
Alyas,M,100,0,135,135
Anayia,F,100,135,0,135
Anhthu,F,100,135,0,135
Aras,M,100,0,135,135
Armel,M,100,0,135,135
Askari,M,100,0,135,135
Aslin,F,100,135,0,135
Atzel,M,100,0,135,135
Avishai,M,100,0,135,135
Babacar,M,100,0,135,135
Belvia,F,100,135,0,135
Bobbe,F,100,135,0,135
Brealyn,F,100,135,0,135
Breane,F,100,135,0,135
Breelle,F,100,135,0,135
Brydan,M,100,0,135,135
Cassian,M,100,0,135,135
Charell,F,100,135,0,135
Charidy,F,100,135,0,135
Chasady,F,100,135,0,135
Chez,M,80,27,108,135
Chrishonda,F,100,135,0,135
Cosandra,F,100,135,0,135
Cynara,F,100,135,0,135
Danniela,F,100,135,0,135
Deborahann,F,100,135,0,135
Dewaun,M,100,0,135,135
Dezyre,F,100,135,0,135
Duante,M,100,0,135,135
Edeline,F,100,135,0,135
Emrick,M,100,0,135,135
Emylia,F,100,135,0,135
Faizaan,M,100,0,135,135
Gabbie,F,100,135,0,135
Gorgeous,F,100,135,0,135
Gulianna,F,100,135,0,135
Gurshaan,M,100,0,135,135
Haruto,M,100,0,135,135
Henchy,F,100,135,0,135
Isatu,F,100,135,0,135
Ivelise,F,100,135,0,135
Ivonna,F,100,135,0,135
Iyari,F,96,129,6,135
Jahid,M,100,0,135,135
Javeah,F,100,135,0,135
Jerilee,F,100,135,0,135
Jerryl,M,96,6,129,135
Jetaime,F,100,135,0,135
Jeymi,F,100,135,0,135
Jmarion,M,100,0,135,135
Jveon,M,100,0,135,135
Kadia,F,100,135,0,135
Kamaiya,F,100,135,0,135
